iso3c,country,year,gdp,gdp_forc20,gap_dollars,gap_relative
MEX,Mexico,2025,105.7334269,112.8316204,-88909642358,-6.29
MHL,Marshall Islands,2025,107.2219729,110.739901,-7843337,-3.177
MKD,North Macedonia,2025,107.847688,120.4521843,-1409874664,-10.46
MLI,Mali,2025,117.6694853,133.3726376,-2517017636,-11.774
MLT,Malta,2025,119.7911643,123.1791665,-484582424,-2.75
MMR,Myanmar,2025,93.22898724,148.258869,-46052851851,-37.1
MNE,Montenegro,2025,110.8299335,120.2182963,-448740873,-7.809
MNG,Mongolia,2025,121.2993439,137.4921927,-2295266088,-11.78
MOZ,Mozambique,2025,126.023616,128.3655453,-425846844,-1.82
MRT,Mauritania,2025,125.8242521,156.1272936,-2218530130,-19.4
MUS,Mauritius,2025,108.3055226,126.4102366,-2511368654,-14.322
MWI,Malawi,2025,111.7672705,135.5471864,-1778129736,-17.5
MYS,Malaysia,2025,119.8804475,130.2260125,-37720101536,-7.94
NAM,Namibia,2025,103.893505,110.6391563,-758636854,-6.09698
NER,Niger,2025,153.5902796,175.505257,-2676282935,-12.49
NGA,Nigeria,2025,114.7846321,113.2803162,7662561651,1.33
NIC,Nicaragua,2025,124.2331041,104.1613396,2604788422,19.3
NLD,Netherlands,2025,109.394971,109.5231844,-1077313484,-0.117
NOR,Norway,2025,113.6111133,111.1682157,9929598028,2.2
NPL,Nepal,2025,123.8200253,146.3255127,-6887870001,-15.38
NRU,Nauru,2025,111.6637214,109.8968928,1583432,1.6077
NZL,New Zealand,2025,109.5501729,116.3747372,-13795904225,-5.864
OMN,Oman,2025,111.2206104,127.9971497,-13933518265,-13.10696319
PAK,Pakistan,2025,117.6561398,122.9134394,-17055310503,-4.28
PAN,Panama,2025,123.8479771,131.4754101,-4882055826,-5.8
PER,Peru,2025,111.738341,123.0436112,-24308612277,-9.19
PHL,Philippines,2025,122.337271,143.3302861,-83179529375,-14.647
PLW,Palau,2025,98.21978901,112.615809,-38890869,-12.8
PNG,Papua New Guinea,2025,113.2861509,119.1734874,-1455341280,-4.94
POL,Poland,2025,117.3171753,120.9190532,-20584844692,-2.979
PRI,Puerto Rico,2025,98.24142237,95.58158793,2563807739,2.783
PRT,Portugal,2025,108.2853673,109.4520548,-2594274188,-1.07
PRY,Paraguay,2025,117.3575142,124.3551074,-2846411028,-5.63
QAT,Qatar,2025,112.2160574,118.8131551,-11051136654,-5.552
ROU,Romania,2025,117.6227317,120.4519583,-6167293704,-2.35
RUS,Russia,2025,102.8852586,111.0791628,-1.19758E+11,-7.38
RWA,Rwanda,2025,142.1674363,158.8343651,-1863845489,-10.493
SAU,Saudi Arabia,2025,116.4138124,114.50512,12962449269,1.667
SDN,Sudan,2025,97.31644273,98.79482254,-1246339297,-1.5
SEN,Senegal,2025,135.5553426,149.7925248,-3211998622,-9.5
SGP,Singapore,2025,113.5657692,112.7552389,2835703886,0.719
SLB,Solomon Islands,2025,99.96716364,117.562281,-261757510,-14.96663
SLE,Sierra Leone,2025,117.6714271,133.7544293,-816487658,-12.02
SLV,El Salvador,2025,111.0098299,115.9693418,-1278551019,-4.277
SMR,San Marino,2025,101.1123817,103.3393637,-33598812,-2.16
SOM,Somalia,2025,120.1228383,122.5692267,-167521763,-1.996
SRB,Serbia,2025,119.6439829,126.4102366,-3086472312,-5.35
SSD,South Sudan,2025,101.9364472,138.9067911,-4435628201,-26.6
STP,Sao Tome and Principe,2025,115.9410119,128.3627022,-44687400,-9.68
SUR,Suriname,2025,90.74038697,113.7241176,-1208088643,-20.21
SVK,Slovakia,2025,108.330528,117.0444933,-8670155776,-7.45
SVN,Slovenia,2025,116.3502293,115.3565,500671680,0.861
SWE,Sweden,2025,108.867949,111.9991638,-17216085622,-2.796
SWZ,Eswatini,2025,116.060433,116.0824826,-971252,-0.019
SYC,Seychelles,2025,119.4060446,121.9783623,-42670820,-2.1088
TCD,Chad,2025,109.3104928,133.3702216,-2532540839,-18
TGO,Togo,2025,130.9314883,137.8842807,-354472500,-5
THA,Thailand,2025,108.7621335,118.3654783,-44211895444,-8.11
TJK,Tajikistan,2025,143.8808696,134.6477048,1010444537,6.86
TKM,Turkmenistan,2025,90.79729262,137.4921927,-21344250850,-34
TLS,Timor-Leste,2025,155.8669777,133.3719095,440927788,16.87
TON,Tonga,2025,103.6251706,116.0396814,-60305193,-10.7
TTO,Trinidad and Tobago,2025,101.554341,111.1872801,-2280644534,-8.66
TUN,Tunisia,2025,106.0471111,116.1950694,-5001615726,-8.7336
TUR,Turkey,2025,134.3158541,125.3152489,89681076115,7.18
TUV,Tuvalu,2025,115.9249399,124.2850119,-3832335,-6.73
TZA,Tanzania,2025,131.1307805,142.7904356,-7032934883,-8.1655715
UGA,Uganda,2025,133.670718,142.3865702,-3451481607,-6.121
URY,Uruguay,2025,110.2451872,120.3325179,-5599814681,-8.383
USA,United States,2025,109.6492377,110.7522461,-2.19818E+11,-1
UZB,Uzbekistan,2025,135.582967,141.4504436,-6228997314,-4.15
VCT,Saint Vincent and the Grenadines,2025,115.4196206,114.6182576,6905810,0.7
VNM,Vietnam,2025,136.6022003,145.3669664,-27604425678,-6.029
VUT,Vanuatu,2025,105.1584538,118.7110152,-117121116,-11.42
WSM,Samoa,2025,94.9099404,116.5304483,-202563672,-18.55
YEM,Yemen,2025,110.2232145,143.1716743,-12121456096,-23
ZAF,South Africa,2025,103.6652635,108.4837728,-17323388368,-4
ZMB,Zambia,2025,120.7954826,123.148203,-566767078,-1.91
ZWE,Zimbabwe,2025,113.7443316,117.5619464,-787233340,-3.247
